Image;;;;;;;;
IRHT_P_007404.tif;facs_76;1;29;90;1;29;0_0;
IRHT_P_007486.tif;facs_77;1;13;78;1;13;0_0;
IRHT_P_007688.tif;facs_78;1;18;87;1;18;0_0;
IRHT_P_007689.tif;facs_79;1;14;98;1;14;0_0;
IRHT_P_007717.tif;facs_80;1;8;26;1;8;0_0;
IRHT_P_007933.tif;facs_81;1;12;14;1;12;0_0;
IRHT_P_007943.tif;facs_82;2;64;71;2;64;0_0;
IRHT_P_007978.tif;facs_83;1;12;100;1;11;0_1;lignes transcrites mais non traitées en -c
IRHT_P_007982.tif;facs_84;2;36;27;2;36;0_0;
IRHT_P_007999.tif;facs_85;1;14;28;1;13;0_1;lb oublié
IRHT_P_008018.tif;facs_86;1;22;5;1;22;0_0;
IRHT_P_008142.tif;facs_87;1;25;75;1;21;0_4;lignes transcrites mais non traitées en -c
IRHT_P_008150.tif;facs_88;2;34;37;2;33;0_1;segmentation Tk non vérifiée
IRHT_P_008156.tif;facs_89;2;44;53;2;44;0_0;
IRHT_P_008158.tif;facs_90;1;28;68;1;28;0_0;
IRHT_P_008194.tif;facs_91;3;66;55;3;66;0_0;
IRHT_P_008301.tif;facs_92;2;37;51;2;37;0_0;
IRHT_P_008305.tif;facs_93;1;17;94;1;17;0_0;
IRHT_P_008382.tif;facs_94;1;23;101;1;23;0_0;
IRHT_P_008453.tif;facs_95;2;28;32;2;29;0_-1;rejet
IRHT_P_008622.tif;facs_96;1;28;43;1;28;0_0;
IRHT_P_008727.tif;facs_97;2;24;6;2;24;0_0;
IRHT_P_008752.tif;facs_98;1;12;41;1;11;0_1;ligne non transcrite
IRHT_P_008816.tif;facs_99;1;18;76;1;18;0_0;
IRHT_P_008833.tif;facs_100;1;21;93;1;21;0_0;
IRHT_P_009147.tif;facs_101;1;20;1;1;20;0_0;
IRHT_P_009180.tif;facs_102;1;15;72;1;15;0_0;
